,Accession Number,Central Index Key (CIK),Name,Standard Industrial Classification (SIC),Country,State,City,Zip Code,Address,Address (Cont.),Phone Number,Filer Status,Well Known Seasoned Issuer,Fiscal Year End Date,Form,Balance Sheet Date,Fiscal Year Focus,Fiscal Period Focus,Date of Filing,Previous Report,Detail,Public Float,Date of Public Float,Gross Profit,Accrual for Environmental Loss Contingencies,Environmental Remediation Expenses,Charitable Contributions,Amount Committed for Funding Social and Infrastructure Improvement Projects
4367,0001213900-24-111493,1716583,HYZON MOTORS INC.,3620.0,US,IL,BOLINGBROOK,60440,599 SOUTH SCHMIDT ROAD,,585-484-9337,4-NON,0,1231.0,8-K,12312024,,,12232024,0,0,,,,,,,
4369,0001213900-24-111514,1872525,"STRAN & COMPANY, INC.",7311.0,US,MA,QUINCY,02171,2 HERITAGE DRIVE,SUITE 600,8008333309,4-NON,0,1231.0,8-K,12312024,,,12232024,0,0,,,41451174.0,,,,
4370,0001213900-24-111520,72333,NORDSTROM INC,5651.0,US,WA,SEATTLE,98101-4407,1617 SIXTH AVENUE,,2066282111,1-LAF,0,131.0,8-K,12312024,,,12232024,0,0,,,,,,,
4371,0001213900-24-111528,1448431,OPTIMIZERX CORP,7389.0,US,MA,WALTHAM,02453,260 CHARLES STREET,SUITE 302,248-651-6558,4-NON,0,1231.0,8-K,12312024,,,12232024,0,0,,,245858737.0,,,,
4373,0001213900-24-111538,1708341,ALLIED GAMING & ENTERTAINMENT INC.,7900.0,US,NY,NEW YORK,10151,745 FIFTH AVENUE,SUITE 500,(646) 768-4240,4-NON,0,1231.0,8-K,12312024,,,12232024,0,0,,,,,,,
4374,0001213900-24-111550,1761696,CROWN ELECTROKINETICS CORP.,3679.0,US,OR,CORVALLIS,97330,1110 NE CIRCLE BLVD,,800-674-3612,4-NON,0,1231.0,8-K,12312024,,,12232024,0,0,,,3640000.0,,,,
4375,0001213900-24-111637,1755058,ATIF HOLDINGS LTD,8742.0,US,CA,LAKE FOREST,92630,"25391 COMMERCENTRE DR., STE 200",,308-888-8888,4-NON,0,731.0,10-Q/A,10312024,2025.0,Q1,12232024,0,0,,,,,,,
4376,0001213900-24-111671,1833498,"SPECTRAL AI, INC.",3841.0,US,TX,DALLAS,75201,2515 MCKINNEY AVE #1000,,(212) 492-3000,4-NON,0,1231.0,8-K,12312024,,,12232024,0,0,,,115349000.0,,,,
4378,0001213900-24-111752,1674227,SCWORX CORP.,7990.0,US,NY,NEW YORK,10022,590 MADISON AVENUE,,2127397825,4-NON,0,1231.0,8-K,12312024,,,12232024,0,0,,,6840495.0,,,,
4380,0001213900-24-111879,1798270,ASSURE HOLDINGS CORP.,3841.0,US,CO,GREENWOOD VILLAGE,80111,7887 EAST BELLEVIEW AVENUE,SUITE 500,720-287-3093,4-NON,0,1231.0,8-K,11302024,,,12232024,0,0,,,-58750000.0,,,,
4381,0001213900-24-111887,1901203,IRON HORSE ACQUISITIONS CORP.,6770.0,US,CA,TOLUCA LAKE,91610,P.O. BOX 2506,,(310) 290-5383,4-NON,0,1231.0,8-K,12312024,,,12232024,0,0,,,,,,,
4383,0001213900-24-111913,1844392,"MARPAI, INC.",8090.0,US,FL,TAMPA,33602,615 CHANNELSIDE DRIVE,SUITE 207,646-303-3483,4-NON,0,1231.0,S-1,09302024,,,12232024,0,1,,,,,,,
4384,0001213900-24-111919,1893219,"ABPRO HOLDINGS, INC.",2836.0,US,NY,NEW YORK,10013,"6 ST JOHNS LANE, FLOOR 5",,248-890-7200,4-NON,0,1231.0,S-1,09302024,,,12232024,0,1,,,,,,,
4386,0001213900-24-111923,1889123,FTAC EMERALD ACQUISITION CORP.,6199.0,US,PA,PHILADELPHIA,19103,"2929 ARCH ST., ,SUITE 1703",,215-701-9555,4-NON,0,1231.0,S-4/A,09302024,,,12232024,0,1,,,,,,,
4387,0001213900-24-111932,1840877,"ENVOY MEDICAL, INC.",3842.0,US,MN,WHITE BEAR LAKE,55110,4875 WHITE BEAR PARKWAY,,651-361-8000,4-NON,0,1231.0,8-K,12312024,,,12232024,0,0,,,,,,,
4388,0001213900-24-111949,2029023,GSR III ACQUISITION CORP.,6770.0,US,TX,AUSTIN,78731,"5900 BALCONES DRIVE, SUITE 100",,(914) 369-4400,4-NON,0,1231.0,10-Q,09302024,2024.0,Q3,12232024,0,1,,,,,,,
4390,0001213900-24-111976,1713863,"RAFAEL HOLDINGS, INC.",2834.0,US,NJ,NEWARK,07120,520 BROAD STREET,,212-658-1450,4-NON,0,731.0,8-K,12312024,,,12232024,0,0,,,,,,,
4391,0001213900-24-111978,1830081,RUMBLE INC.,7370.0,US,NY,NEW YORK,10022,110 EAST 59TH STREET,,212-938-5000,4-NON,0,1231.0,8-K,12312024,,,12232024,0,0,,,,,,,
4393,0001213900-24-111989,1769624,TRILLER GROUP INC.,6282.0,US,CA,LOS ANGELES,90046,7119 WEST SUNSET BOULEVARD,SUITE 782,310-893-5090,4-NON,0,1231.0,8-K,12312024,,,12232024,0,0,,,,,,,
4394,0001213900-24-112002,1425287,WORKHORSE GROUP INC.,3711.0,US,OH,LOVELAND,45140,100 COMMERCE DRIVE,,513-360-4704,4-NON,0,1231.0,8-K,12312024,,,12232024,0,0,,,-135202348.0,,,,
4396,0001213900-24-112017,1807166,AMESITE INC.,7372.0,US,MI,ANN ARBOR,48104,205 EAST WASHINGTON STREET,SUITE B,(650) 516-7633,4-NON,0,630.0,8-K,12312024,,,12232024,0,0,,,,,,,
4399,0001214659-24-020834,1389067,"ARTELLIGENCE HOLDINGS, INC.",7372.0,US,AZ,ORO VALLEY,85755,1846 E. INNOVATION PARK DRIVE,,520-318-5578,,0,1231.0,8-K,12312024,,,12232024,0,0,,,,,,,
4400,0001214659-24-020851,896493,"HYPERSCALE DATA, INC.",3679.0,US,NV,LAS VEGAS,89141,11411 SOUTHERN HIGHLANDS PARKWAY,SUITE 240,(949) 444-5464 3679,4-NON,0,1231.0,8-K,12312024,,,12232024,0,0,,,162110000.0,,,,
4404,0001342423-24-000035,1342423,LIMONEIRA CO,100.0,US,CA,SANTA PAULA,93060,1141 CUMMINGS ROAD,,(805) 525-5541,2-ACC,0,1031.0,10-K,10312024,2024.0,FY,12232024,0,1,324100000.0,20240430.0,,,,,
4410,0001437749-24-038180,919864,FINWARD BANCORP,6035.0,US,IN,MUNSTER,46321,9204 COLUMBIA AVE,,219 836-9690,4-NON,0,1231.0,8-K,12312024,,,12232024,0,0,,,,,,,
4412,0001437749-24-038226,95574,"SUPERIOR GROUP OF COMPANIES, INC.",2300.0,US,FL,ST. PETERSBURG,33701,"200 CENTRAL AVENUE, SUITE 2000",,7273979611,2-ACC,0,1231.0,8-K,12312024,,,12232024,0,0,,,,,,,
4413,0001437749-24-038236,1823587,SKY HARBOUR GROUP CORP,6500.0,US,NE,OMAHA,68102,1601 DODGE STREET,SUITE 3300,(402) 225-6511,4-NON,0,1231.0,8-K,12312024,,,12232024,0,0,,,,,,,
4414,0001437749-24-038246,1546296,"PROFESSIONAL DIVERSITY NETWORK, INC.",7370.0,US,IL,CHICAGO,60603,55 EAST MONROE STREET,SUITE 2120,312-614-0950,4-NON,0,1231.0,8-K,12312024,,,12232024,0,0,,,,,,,
4417,0001437749-24-038259,1045942,"TRACK GROUP, INC.",3669.0,US,IL,NAPERVILLE,60563,200 E. 5TH AVENUE SUITE 100,,866-260-2010,4-NON,0,930.0,10-K,09302024,2024.0,FY,12232024,0,1,1400000.0,20240331.0,96654522.0,,,,
4420,0001437749-24-038265,914122,"PERMA-PIPE INTERNATIONAL HOLDINGS, INC.",3564.0,US,TX,SPRING,77386,24900 PITKIN ROAD,SUITE 309,2815986222,4-NON,0,131.0,10-Q,10312024,2025.0,Q3,12232024,0,1,,,318157000.0,,,,
4421,0001437749-24-038267,1489874,GOLDEN GROWERS COOPERATIVE,700.0,US,ND,WEST FARGO,58078,1002 MAIN AVENUE WEST,SUITE 5,701-281-0468,4-NON,0,1231.0,8-K,12312024,,,12232024,0,0,,,,,,,
4422,0001437749-24-038268,1120370,"BROADWIND, INC.",3360.0,US,IL,CICERO,60804,3240 S. CENTRAL AVENUE,,708-780-4800,4-NON,0,1231.0,8-K,12312024,,,12232024,0,0,,,199700000.0,,,,
4424,0001437749-24-038284,917470,OLYMPIC STEEL INC,5051.0,US,OH,BEDFORD HEIGHTS,44146,5096 RICHMOND RD,,2162923800,2-ACC,0,1231.0,8-K,12312024,,,12232024,0,0,,,,,,,
4425,0001437749-24-038285,1621832,"AQUA METALS, INC.",3341.0,US,NV,MCCARRAN,89437,2500 PERU DR.,,(775) 525-1936,4-NON,0,1231.0,8-K,12312024,,,12232024,0,0,,,,,,,
4426,0001437749-24-038286,1645469,MONOPAR THERAPEUTICS,2834.0,US,IL,WILMETTE,60091,1000 SKOKIE BLVD SUITE 350,,8473880349,4-NON,0,1231.0,8-K,12312024,,,12232024,0,0,,,,,,,
4427,0001437749-24-038293,922247,"CYCLO THERAPEUTICS, INC.",2836.0,US,FL,GAINESVILLE,32653,"6714 NW 16TH STREET, SUITE B",,386-418-8060,4-NON,0,1231.0,8-K,12312024,,,12232024,0,0,,,9653297.0,,,,
4428,0001437749-24-038295,1644903,"CBDMD, INC.",2844.0,US,NC,CHARLOTTE,28217,8845 RED OAK BOULEVARD,,704-445-3060,4-NON,0,930.0,8-K,12312024,,,12232024,0,0,,,82635807.0,,,,
4429,0001437749-24-038297,836147,MIDDLEFIELD BANC CORP,6022.0,US,OH,MIDDLEFILED,44062-9263,15985 E HIGH ST,P O BOX 35,4406321666,4-NON,0,1231.0,10-K/A,12312023,2023.0,FY,12232024,0,0,215200000.0,20230630.0,,,,,
4430,0001446371-24-000038,1446371,"STRATEGIC REALTY TRUST, INC.",6798.0,US,IL,CHICAGO,60661,550 W ADAMS ST,SUITE 200,312-878-4860,4-NON,0,1231.0,8-K,12312024,,,12232024,0,0,,,,,,,
4432,0001469367-24-000215,1469367,SUNRUN INC.,3690.0,US,CA,SAN FRANCISCO,94108,"600 CALIFORNIA STREET, SUITE 1800",,415-580-6900,1-LAF,0,1231.0,8-K,12312024,,,12232024,0,0,,,,,,,
4433,0001477932-24-008254,924515,GUIDED THERAPEUTICS INC,3845.0,US,GA,PEACHTREE CORNERS,30092,5835 PEACHTREE CORNERS EAST,SUITE B,7702428723,4-NON,0,1231.0,8-K,12312024,,,12232024,0,0,,,44000.0,,,,
4434,0001477932-24-008258,1720286,INTERNET SCIENCES INC.,4899.0,US,NY,NEW YORK,10065,667 MADISON AVE.,5TH FLOOR,212-823-6272,4-NON,0,1231.0,8-K,12312024,,,12232024,0,0,,,317887.0,,,,
4435,0001477932-24-008271,1830503,BUSINESS WARRIOR CORP,7372.0,US,NV,LAS VEGAS,89123-0912,455 E PEBBLE RD #230912,,855-294-2900,4-NON,0,831.0,10-Q,02292024,2024.0,Q2,12232024,0,1,,,5954508.0,,,,
4436,0001477932-24-008276,1533357,DEFENSE TECHNOLOGIES INTERNATIONAL CORP.,1040.0,US,ID,MERIDIAN,83646,6700 N. LINDER ROAD,STE. 156-361,800-520-9485,4-NON,0,430.0,10-Q,10312024,2025.0,Q2,12232024,0,1,,,98448.0,,,,
4438,0001477932-24-008280,1775194,"UPEXI, INC.",2833.0,US,FL,TAMPA,33607,3030 ROCKY POINT DRIVE,SUITE 420,701-353-5425,4-NON,0,630.0,8-K,12312024,,,12232024,0,0,,,141353801.0,,,,
4439,0001482430-24-000077,1482430,"KBS REAL ESTATE INVESTMENT TRUST III, INC.",6798.0,US,CA,NEWPORT BEACH,92660,800 NEWPORT CENTER DRIVE,SUITE 700,949-417-6500,4-NON,0,1231.0,8-K,12312024,,,12232024,0,0,,,,,,,
4440,0001493152-24-051174,1618835,"EVOFEM BIOSCIENCES, INC.",2834.0,US,CA,SAN DIEGO,92130,12400 HIGH BLUFF DRIVE,SUITE 600,(858) 550-1900,4-NON,0,1231.0,8-K,12312024,,,12232024,0,0,,,,,,,
4441,0001493152-24-051179,1782430,"STRAWBERRY FIELDS REIT, INC.",6798.0,US,IN,SOUTH BEND,46628,6101 NIMTZ PARKWAY,,(574) 807-0800,4-NON,0,1231.0,8-K,12312024,,,12232024,0,0,,,,,,,
4442,0001493152-24-051189,1883788,"DIH HOLDING US, INC.",3841.0,US,MA,NORWELL,02061,"77 ACCORD PARK DRIVE, SUITE D-1",,877-944-2200,4-NON,0,331.0,8-K,12312024,,,12232024,0,0,,,572433000.0,,,,
4444,0001493152-24-051191,1971532,"TELOMIR PHARMACEUTICALS, INC.",2834.0,US,FL,MIAMI,33131,100 SE 2ND ST,SUITE 2000 #1009,786-396-6723,4-NON,0,1231.0,8-K,12312024,,,12232024,0,0,,,,,,,
4445,0001493152-24-051194,1854963,"SHF HOLDINGS, INC.",6199.0,US,CO,GOLDEN,80401,1526 COLE BLVD.,SUITE 250,(303) 431-3435,4-NON,0,1231.0,8-K,12312024,,,12232024,0,0,,,,,,,
4446,0001493152-24-051196,1862150,CINGULATE INC.,2834.0,US,KS,KANSAS CITY,66205,1901 W. 47TH PLACE,,(913) 942-2300,4-NON,0,1231.0,8-K,12312024,,,12232024,0,0,,,,,,,
4448,0001493152-24-051208,1869974,"OCEAN BIOMEDICAL, INC.",2834.0,US,NY,NEW YORK,10022,515 MADISON AVE SUITE 8078,,(646) 908-2658,4-NON,0,1231.0,10-Q,06302024,2024.0,Q2,12232024,0,1,,,,,,,
4450,0001493152-24-051210,1812727,"RELIANCE GLOBAL GROUP, INC.",6411.0,US,NJ,LAKEWOOD,08701,"300 BOULEVARD OF THE AMERICAS,",SUITE 105,732-780-4647,4-NON,0,1231.0,8-K,12312024,,,12232024,0,0,,,,,,,
4452,0001493152-24-051214,1011060,NORDICUS PARTNERS CORP,8742.0,US,CA,BEVERLY HILLS,90212,280 SOUTH BEVERLY DR.,SUITE 505,508-523-3141,4-NON,0,331.0,S-1/A,09302024,,,12232024,0,1,,,,,,,
4453,0001493152-24-051221,1816937,BOXABL INC.,1520.0,US,NV,NORTH LAS VEGAS,89115,5345 E. N. BELT ROAD,,7025009000,4-NON,0,1231.0,8-K,12312024,,,12232024,0,0,,,-66421000.0,,,,
4454,0001493152-24-051222,1775734,BENEFICIENT,6199.0,US,TX,DALLAS,75201,325 N. SAINT PAUL STREET,SUITE 4850,2144454705,4-NON,0,331.0,8-K,12312024,,,12232024,0,0,,,,,,,
4457,0001493152-24-051816,1882464,METAL SKY STAR ACQUISITION CORP,6770.0,US,NJ,HOBOKEN,07030,221 RIVER STREET,9TH FLOOR,201-721-8789,4-NON,0,1231.0,8-K,12312024,,,12232024,0,0,,,,,,,
4460,0001493152-24-051821,1378140,"OCEAN POWER TECHNOLOGIES, INC.",4911.0,US,NJ,MONROE TOWNSHIP,08831,28 ENGELHARD DRIVE,SUITE B,609-730-0400,4-NON,0,430.0,8-K,12312024,,,12232024,0,0,,,11131000.0,,,,
4462,0001493152-24-051827,1269026,"SINTX TECHNOLOGIES, INC.",3841.0,US,UT,SALT LAKE CITY,84119,1885 WEST 2100 STREET,,801-839-3516,4-NON,0,1231.0,8-K,12312024,,,12232024,0,0,,,11211000.0,,,,
4463,0001493152-24-051828,1712762,"BIOAFFINITY TECHNOLOGIES, INC.",8731.0,US,TX,SAN ANTONIO,78257,22211 WEST INTERSTATE-10,SUITE 1206,210-698-5334,4-NON,0,1231.0,8-K,12312024,,,12232024,0,0,,,,,,,
4465,0001493152-24-051830,1584693,HEALTHCARE INTEGRATED TECHNOLOGIES INC.,7900.0,US,TN,KNOXVILLE,37919,1462 RUDDER LANE,,865-237-4448,4-NON,0,731.0,8-K,12312024,,,12232024,0,0,,,82052.0,,,,
4467,0001493152-24-051835,946644,AIM IMMUNOTECH INC.,2836.0,US,FL,OCALA,32801,2117 SW HIGHWAY 484,,352-448-7797,4-NON,0,1231.0,8-K,12312024,,,12232024,0,0,,,,,,,
4468,0001493152-24-051837,1961847,INNO HOLDINGS INC.,3317.0,US,TX,BROOKSHIRE,77423,2465 FARM TO MARKET 359 SOUTH,,800-909-8800,4-NON,0,930.0,8-K,12312024,,,12232024,0,0,,,,,,,
4469,0001493152-24-051843,1832161,"VIP PLAY, INC.",5900.0,US,FL,MIAMI,33130,78 SW 7TH STREET,SUITE 500,866-783-9435,4-NON,0,630.0,8-K,12312024,,,12232024,0,0,,,-3225800.0,,,,
4470,0001493152-24-051847,1679628,"JUPITER NEUROSCIENCES, INC.",2834.0,US,FL,JUPITER,33477,1001 NORTH US HWY 1,SUITE 504,(561) 406-6154,4-NON,0,1231.0,10-Q,09302024,2024.0,Q3,12232024,0,1,,,,,,,
4471,0001493152-24-051853,1815974,"ANEBULO PHARMACEUTICALS, INC.",2834.0,US,TX,LAKEWAY,78734,JFL CAPITAL MANAGEMENT,"1017 RR 620 S, SUITE 107",737 203 5270,4-NON,0,630.0,8-K,12312024,,,12232024,0,0,,,,,,,
4472,0001493152-24-051859,1598981,SKYX PLATFORMS CORP.,3640.0,US,FL,POMPANO BEACH,33069,2855 W. MCNAB ROAD,,(855) 759-7584,4-NON,0,1231.0,8-K,12312024,,,12232024,0,0,,,95708268.0,,,,
4473,0001493152-24-051860,318299,"SPARTA COMMERCIAL SERVICES, INC.",7389.0,US,NY,NEW YORK,10017,555 FIFTH AVENUE,14TH FLOOR,2122392666,4-NON,0,430.0,10-Q,10312024,2025.0,Q2,12232024,0,1,,,1426076.0,,,,
4474,0001493152-24-051866,1737995,SHARPS TECHNOLOGY INC.,3841.0,US,NY,MELVILLE,11747,105 MAXESS ROAD,STE. 124,(631) 574 -4436,4-NON,0,1231.0,8-K,12312024,,,12232024,0,0,,,,,,,
4476,0001493152-24-051881,1847874,MOBILE INFRASTRUCTURE CORP,6500.0,US,OH,CINCINNATI,45202,30 W. 4TH STREET,,(513) 834-5110,4-NON,0,1231.0,8-K,12312024,,,12232024,0,0,,,,,,,
4478,0001493152-24-051890,1716166,"VIVOS THERAPEUTICS, INC.",3841.0,US,CO,LITTLETON,80120,"7921 SOUTHPARK PLAZA,",SUITE 210,(866)908-4867,4-NON,0,1231.0,8-K,12312024,,,12232024,0,0,,,71812000.0,,,,
4481,0001505732-24-000267,1505732,"BANKWELL FINANCIAL GROUP, INC.",6022.0,US,CT,NEW CANAAN,06840,208 ELM STREET,,(203) 972-3838,2-ACC,0,1231.0,8-K,12312024,,,12232024,0,0,,,,,,,
4482,0001515940-24-000010,1515940,KKR INCOME OPPORTUNITIES FUND,,US,CA,SAN FRANCISCO,94104,"555 CALIFORNIA STREET, 50TH FLOOR",,415-315-3620,,0,1231.0,N-CSR,10312024,,,12232024,0,0,,,,,,,
4484,0001538263-24-000107,1538263,"HOMETRUST BANCSHARES, INC.",6035.0,US,NC,ASHEVILLE,28801,10 WOODFIN STREET,,828-259-3939,2-ACC,0,1231.0,8-K,12312024,,,12232024,0,0,,,,,,,
4486,0001558370-24-016446,1610853,"HELIUS MEDICAL TECHNOLOGIES, INC.",3845.0,US,PA,NEWTOWN,18940,642 NEWTOWN YARDLEY ROAD,,215-944-6100,4-NON,0,1231.0,8-K,12312024,,,12232024,0,0,,,436000.0,,,,
4488,0001558370-24-016449,1458412,"CROSSFIRST BANKSHARES, INC.",6022.0,US,KS,LEAWOOD,66211,11440 TOMAHAWK CREEK PARKWAY,,913-754-9704,2-ACC,0,1231.0,8-K,12312024,,,12232024,0,0,,,,,,,
4490,0001558370-24-016460,2006986,"ADAGIO MEDICAL HOLDINGS, INC.",3841.0,US,CA,LAGUNA HILLS,92653,26051 MERIT CIRCLE,SUITE 102,212-284-2300,4-NON,0,1231.0,8-K,12312024,,,12232024,0,0,,,,,,,
4491,0001561550-24-000240,1561550,"DATADOG, INC.",7372.0,US,NY,NEW YORK,10018,"620 EIGHTH AVENUE, 45TH FLOOR",,866-329-4466,1-LAF,0,1231.0,8-K,12312024,,,12232024,0,0,,,11271348000.0,,,,
4494,0001575872-24-001276,1923780,NORTHANN CORP.,3089.0,US,SC,FORT LAWN,29714,2251 CATAWBA RIVER RD,,916-573-3803,4-NON,0,1231.0,8-K,12312024,,,12232024,0,0,,,21492256.0,,,,
4495,0001580642-24-007766,1976719,"NEW MOUNTAIN GUARDIAN IV INCOME FUND, L.L.C.",,US,NY,NEW YORK,10019,1633 BROADWAY,48TH FLOOR,212-720-0300,4-NON,0,1231.0,8-K,12312024,,,12232024,0,0,,,,,,,
4496,0001615219-24-000101,1615219,"SALARIUS PHARMACEUTICALS, INC.",2834.0,US,TX,HOUSTON,77021,2450 HOLCOMBE BLVD,SUITE J-608,346-772-0346,4-NON,0,1231.0,8-K,12312024,,,12232024,0,0,,,,,,,
4498,0001628280-24-052331,1959348,WK KELLOGG CO,2040.0,US,MI,BATTLE CREEK,49017,ONE KELLOGG SQUARE,,269-961-2000,4-NON,0,1231.0,8-K,12312024,,,12232024,0,0,,,,,,,
4500,0001654954-24-015858,1093672,PEOPLES BANCORP OF NORTH CAROLINA INC,6022.0,US,NC,NEWTON,28658-4007,518 WEST C STREET,PO BOX 467,8284645620,4-NON,0,1231.0,8-K,12312024,,,12232024,0,0,,,,,,,
4501,0001679273-24-000090,1679273,"LAMB WESTON HOLDINGS, INC.",2030.0,US,ID,EAGLE,83616,599 S. RIVERSHORE LANE,,208.938.1047,1-LAF,0,531.0,8-K,12312024,,,12232024,0,0,,,13497700000.0,,,,
4505,0001683168-24-008909,1945619,KINETIC SEAS INC.,6770.0,US,IL,SCHAUMBURG,60173,1501 WOODFIELD ROAD,SUITE 114E,888-901-8806,4-NON,0,1231.0,8-K,12312024,,,12232024,0,0,,,79150.0,,,,
4506,0001683168-24-008915,1956955,"UNUSUAL MACHINES, INC.",3663.0,US,FL,ORLANDO,32811,4677 L B MCLEOD RD,SUITE J,720-383-8983,4-NON,0,1231.0,8-K,12312024,,,12232024,0,0,,,7322051.0,,,,
4507,0001683168-24-008943,814586,"LIFEWAY FOODS, INC.",2020.0,US,IL,MORTON GROVE,60053,6431 W OAKTON,,847-967-1010,4-NON,0,1231.0,8-K,12312024,,,12232024,0,0,,,248195000.0,,,,
4508,0001683168-24-008948,1787740,"TIVIC HEALTH SYSTEMS, INC.",3845.0,US,CA,FREMONT,94538,47685 LAKEVIEW BLVD,,(888)276-6888,4-NON,0,1231.0,8-K,12312024,,,12232024,0,0,,,3761000.0,,,,
4512,0001709442-24-000081,1709442,FIRSTSUN CAPITAL BANCORP,6021.0,US,CO,DENVER,80202,1400 16TH STREET,,785-827-5565,2-ACC,0,1231.0,8-K,12312024,,,12232024,0,0,,,,,,,
4513,0001718512-24-000091,1718512,GATES INDUSTRIAL CORP PLC,3560.0,US,CO,DENVER,80202,1144 FIFTEENTH STREET,,303-744-4876,1-LAF,0,1231.0,8-K,12312024,,,12232024,0,0,,,9402700000.0,,,,
4515,0001731122-24-002041,1314052,ANAVEX LIFE SCIENCES CORP.,2836.0,US,NY,NEW YORK,10111,630 5TH AVENUE,20TH FLOOR,844-689-3939,4-NON,1,930.0,10-K,09302024,2024.0,FY,12232024,0,1,412000000.0,20240331.0,,,,,
4516,0001753926-24-002137,840715,CLEARONE INC,3661.0,US,UT,SALT LAKE CITY,84116,5225 WILEY POST WAY,SUITE 500,8019757200,4-NON,0,1231.0,8-K,12312024,,,12232024,0,0,,,33152000.0,,,,
4517,0001770236-24-000035,1770236,MOVING IMAGE TECHNOLOGIES INC.,3861.0,US,CA,FOUNTAIN VALLEY,92708,17760 NEWHOPE STREET,,7147517998,4-NON,0,630.0,8-K,12312024,,,12232024,0,0,,,29588000.0,,,,
4518,0001772695-24-000097,1772695,SUNNOVA ENERGY INTERNATIONAL INC.,4931.0,US,TX,HOUSTON,77046,"20 EAST GREENWAY PLAZA, SUITE 540",,(281) 985-9900,1-LAF,0,1231.0,8-K,12312024,,,12232024,0,0,,,,,,,
4519,0001789769-24-000106,1789769,"INSTIL BIO, INC.",2836.0,US,TX,DALLAS,75219,3963 MAPLE AVENUE,SUITE 350,(972) 499-3350,4-NON,0,1231.0,8-K,12312024,,,12232024,0,0,,,,,,,
4520,0001815849-24-000066,1815849,"ATI PHYSICAL THERAPY, INC.",8050.0,US,IL,BOILINGBROOK,60440,790 REMINGTON BOULEVARD,,630-296-2223,4-NON,0,1231.0,8-K,12312024,,,12232024,0,0,,,,,,,
4522,0001825088-24-000072,1825088,"DREAM FINDERS HOMES, INC.",1531.0,US,FL,JACKSONVILLE,32256,14701 PHILIPS HIGHWAY,SUITE 300,904.505.4242,2-ACC,0,1231.0,8-K,12312024,,,12232024,0,0,,,,,,,
4523,0001828852-24-000165,1828852,"MONDEE HOLDINGS, INC.",4700.0,US,TX,AUSTIN,78750,"10800 PECAN PARK BLVD, SUITE 400",,(866) 855-9630,2-ACC,0,1231.0,8-K,12312024,,,12232024,0,0,,,,,,,
4524,0001829126-24-008500,1387061,"LIGHTSTONE VALUE PLUS REIT V, INC.",6798.0,US,NJ,LAKEWOOD,08701,"1985 CEDAR BRIDGE AVENUE, SUITE 1",,(888) 808-7348,4-NON,0,1231.0,8-K,12312024,,,12232024,0,0,,,,,,,
4525,0001829126-24-008505,1856161,PEARL HOLDINGS ACQUISITION CORP,6770.0,US,NY,NEW YORK,10017,"767 THIRD AVENUE, 11TH FLOOR",,(212) 245-6363,4-NON,0,,8-K,12312024,,,12232024,0,0,,,,,,,
4526,0001842952-24-000087,1842952,CONTEXT THERAPEUTICS INC.,2834.0,US,PA,PHILADELPHIA,19103,2001 MARKET STREET,SUITE 3915 UNIT #15,267-225-7416,4-NON,0,1231.0,8-K,12312024,,,12232024,0,0,,,,,,,
4527,0001875444-24-000149,1875444,"ARHAUS, INC.",5712.0,US,OH,BOSTON HEIGHTS,44236,51 EAST HINES HILL ROAD,,440-439-7700,2-ACC,0,1231.0,8-K,12312024,,,12232024,0,0,,,5493419000.0,,,,
4529,0001903596-24-000743,814926,"CAPSTONE COMPANIES, INC.",3640.0,US,FL,DEERFIELD BEACH,33441,"NUMBER 144-V, 10 FAIRWAY DRIVE",SUITE 100,(954) 252-3440,4-NON,0,1231.0,8-K,12312024,,,12232024,0,0,,,-762976.0,,,,
4530,0001918712-24-000146,1918712,ARES STRATEGIC INCOME FUND,,US,NY,NEW YORK,10067,245 PARK AVE,44TH FLOOR,212-710-2191,4-NON,0,1231.0,8-K,12312024,,,12232024,0,0,,,,,,,
4535,0001999371-24-015671,1430306,TONIX PHARMACEUTICALS HOLDING CORP.,2834.0,US,NJ,CHATHAM,07928,"26 MAIN STREET, SUITE 101",,212-980-9155,4-NON,0,1231.0,8-K,12312024,,,12232024,0,0,,,,,,,
4536,0001999371-24-015691,1684682,"CNL STRATEGIC CAPITAL, LLC",6282.0,US,FL,ORLANDO,32802,P.O. BOX 4920,,407-650-1000,4-NON,0,1231.0,8-K,12312024,,,12232024,0,0,,,,,,,
4537,0000014846-24-000066,14846,BRT APARTMENTS CORP.,6798.0,US,NY,GREAT NECK,11021-3190,60 CUTTER MILL RD,SUITE 303,5164663100,4-NON,0,1231.0,8-K,12312024,,,12262024,0,0,,,,,,,
4540,0000090168-24-000060,90168,SIFCO INDUSTRIES INC,3724.0,US,OH,CLEVELAND,44103,970 E 64TH ST,,2168818600,4-NON,0,930.0,10-K,09302024,2024.0,FY,12262024,0,1,19683297.0,20240331.0,59685000.0,,,,
4541,0000717538-24-000119,717538,ARROW FINANCIAL CORP,6021.0,US,NY,GLENS FALLS,12801,250 GLEN ST,,5184154299,2-ACC,0,1231.0,8-K,12312024,,,12262024,0,0,,,,,,,
4542,0000737875-24-000056,737875,FIRST KEYSTONE CORP,6022.0,US,PA,BERWICK,18603,111 W FRONT ST,PO BOX 289,570-752-3671 X 1150,4-NON,0,1231.0,8-K,12312024,,,12262024,0,0,,,,,,,
